time,cyklisté,chodci
Renneská 1,,Heršpická,Novosadský most
2020-06-24 11:00,50224,88574,36597,96306
2020-06-24 12:00,50232,88636,36624,96345
2020-06-24 13:00,50264,88734,36661,96429
2020-06-24 14:00,50294,88785,36679,96502
2020-06-24 15:00,50306,88790,36683,96511
2020-06-24 16:00,50323,88805,36688,96522
2020-06-24 17:00,50380,88863,36701,96531
2020-06-24 18:00,50468,88997,36719,96554
2020-06-24 19:00,50532,89122,36749,96586
2020-06-24 20:00,50573,89197,36780,96622
2020-06-24 21:00,50605,89237,36799,96641
2020-06-24 22:00,50631,89258,36812,96655
2020-06-24 23:00,50648,89279,36818,96662
2020-06-25 00:00,50655,89285,36819,96668
2020-06-25 01:00,50657,89293,36820,96676
2020-06-25 02:00,50657,89298,36822,96679
2020-06-25 03:00,50657,89298,36822,96679
2020-06-25 04:00,50657,89298,36822,96679
2020-06-25 05:00,50657,89300,36822,96679
2020-06-25 06:00,50657,89302,36822,96679
2020-06-25 07:00,50662,89309,36843,96706
2020-06-25 08:00,50684,89320,36887,96793
2020-06-25 09:00,50712,89327,36940,96955
2020-06-25 10:00,50728,89340,36987,97119
2020-06-25 11:00,50750,89364,37009,97203
2020-06-25 12:00,50759,89413,37032,97241
2020-06-25 13:00,50795,89487,37063,97303
2020-06-25 14:00,50821,89521,37091,97353
2020-06-25 15:00,50857,89554,37116,97378
2020-06-25 16:00,50905,89607,37152,97398
2020-06-25 17:00,50980,89701,37213,97412
2020-06-25 18:00,51061,89871,37256,97458
2020-06-25 19:00,51147,90001,37315,97498
2020-06-25 20:00,51234,90078,37352,97531
2020-06-25 21:00,51302,90117,37387,97551
2020-06-25 22:00,51337,90141,37403,97564
2020-06-25 23:00,51361,90171,37409,97580
2020-06-26 00:00,51363,90183,37411,97586
2020-06-26 01:00,51370,90189,37416,97590
2020-06-26 02:00,51370,90190,37416,97593
2020-06-26 03:00,51370,90193,37418,97593
2020-06-26 04:00,51371,90193,37418,97593
2020-06-26 05:00,51372,90193,37419,97593
2020-06-26 06:00,51372,90195,37420,97594
2020-06-26 07:00,51374,90197,37424,97608
2020-06-26 08:00,51375,90202,37437,97645
2020-06-26 09:00,51377,90206,37453,97679
2020-06-26 10:00,51390,90214,37485,97768
2020-06-26 11:00,51396,90221,37510,97810
2020-06-26 12:00,51402,90247,37524,97838
2020-06-26 14:00,51418,90346,37542,97932
2020-06-26 15:00,51432,90382,37564,97958
2020-06-26 16:00,51448,90438,37580,97967
2020-06-26 17:00,51478,90528,37607,97979
2020-06-26 18:00,51517,90645,37631,98005
2020-06-26 19:00,51557,90741,37652,98040
2020-06-26 20:00,51597,90790,37669,98056
2020-06-26 21:00,51617,90807,37674,98065
2020-06-26 22:00,51633,90835,37680,98072
2020-06-26 23:00,51639,90848,37686,98076
2020-06-27 00:00,51640,90858,37686,98077
2020-06-27 01:00,51642,90862,37686,98087
2020-06-27 02:00,51644,90864,37686,98091
2020-06-27 03:00,51644,90864,37686,98091
2020-06-27 04:00,51645,90869,37686,98092
2020-06-27 05:00,51645,90872,37687,98093
2020-06-27 06:00,51645,90873,37687,98093
2020-06-27 07:00,51646,90876,37694,98098
2020-06-27 08:00,51652,90879,37700,98104
2020-06-27 09:00,51655,90882,37706,98117
2020-06-27 10:00,51657,90886,37730,98126
2020-06-27 11:00,51674,90904,37767,98144
2020-06-27 12:00,51763,90920,37878,98162
2020-06-27 13:00,51813,90931,37913,98170
2020-06-27 14:00,51852,90945,37953,98178
2020-06-27 15:00,51886,90955,37996,98196
2020-06-27 16:00,51940,90963,38042,98206
2020-06-27 17:00,51981,90974,38100,98227
2020-06-27 18:00,52033,90989,38138,98246
2020-06-27 19:00,52098,90999,38169,98276
2020-06-27 20:00,52158,91027,38197,98283
2020-06-27 21:00,52201,91042,38214,98299
2020-06-27 22:00,52231,91052,38229,98306
2020-06-27 23:00,52243,91065,38236,98313
2020-06-28 00:00,52249,91071,38237,98321
2020-06-28 01:00,52251,91076,38242,98325
2020-06-28 02:00,52251,91076,38245,98331
2020-06-28 03:00,52251,91076,38246,98331
2020-06-28 04:00,52253,91076,38246,98334
2020-06-28 05:00,52253,91076,38247,98334
2020-06-28 06:00,52253,91076,38247,98334
2020-06-28 07:00,52255,91077,38250,98338
2020-06-28 08:00,52259,91079,38257,98341
2020-06-28 09:00,52263,91087,38269,98350
2020-06-28 10:00,52272,91088,38288,98363
2020-06-28 11:00,52294,91089,38331,98367
2020-06-28 12:00,52339,91096,38384,98382
2020-06-28 13:00,52373,91102,38414,98384
2020-06-28 14:00,52395,91106,38445,98389
2020-06-28 15:00,52435,91110,38478,98394
2020-06-28 16:00,52492,91111,38534,98400
2020-06-28 17:00,52563,91122,38590,98413
2020-06-28 18:00,52626,91140,38633,98442
2020-06-28 19:00,52702,91154,38675,98456
2020-06-28 20:00,52767,91171,38708,98468
2020-06-28 21:00,52816,91186,38729,98480
2020-06-28 22:00,52861,91199,38746,98485
2020-06-28 23:00,52880,91207,38750,98490
2020-06-29 00:00,52888,91211,38752,98495
2020-06-29 01:00,52888,91220,38754,98498
2020-06-29 02:00,52888,91220,38756,98498
2020-06-29 03:00,52888,91221,38756,98504
2020-06-29 04:00,52888,91222,38757,98504
2020-06-29 05:00,52888,91222,38757,98504
2020-06-29 06:00,52889,91222,38757,98504
2020-06-29 07:00,52896,91223,38770,98531
2020-06-29 08:00,52908,91228,38791,98577
2020-06-29 09:00,52915,91230,38810,98628
2020-06-29 10:00,52920,91242,38831,98685
2020-06-29 11:00,52922,91244,38837,98696
2020-06-29 12:00,52925,91249,38844,98708
2020-06-29 13:00,52931,91276,38854,98729
2020-06-29 14:00,52940,91285,38863,98746
2020-06-29 15:00,52946,91293,38870,98751
2020-06-29 16:00,52967,91324,38879,98760
2020-06-29 17:00,53018,91385,38888,98773
2020-06-29 19:00,53125,91589,38925,98831
2020-06-29 20:00,53153,91663,38939,98857
2020-06-29 21:00,53170,91695,38956,98871
2020-06-29 22:00,53191,91709,38963,98884
2020-06-29 23:00,53203,91728,38966,98893
2020-06-30 00:00,53211,91743,38967,98900
2020-06-30 01:00,53211,91746,38967,98905
2020-06-30 02:00,53212,91752,38969,98907
2020-06-30 03:00,53212,91752,38970,98909
2020-06-30 05:00,53212,91753,38970,98909
2020-06-30 06:00,53212,91753,38970,98909
2020-06-30 07:00,53216,91758,38994,98943
2020-06-30 08:00,53234,91763,39053,99044
2020-06-30 09:00,53269,91773,39118,99217
2020-06-30 10:00,53295,91784,39157,99375
2020-06-30 11:00,53322,91789,39195,99438
2020-06-30 12:00,53356,91811,39252,99475
2020-06-30 13:00,53404,91863,39304,99523
2020-06-30 14:00,53435,91890,39334,99570
2020-06-30 15:00,53461,91950,39355,99596
2020-06-30 16:00,53513,92024,39404,99621
2020-06-30 17:00,53606,92142,39437,99644
2020-06-30 18:00,53704,92297,39494,99678
2020-06-30 19:00,53801,92430,39562,99717
2020-06-30 20:00,53884,92512,39608,99741
2020-06-30 21:00,53947,92568,39656,99765
2020-06-30 22:00,54000,92586,39671,99774
2020-06-30 23:00,54029,92611,39679,99780
2020-07-01 00:00,54039,92639,39680,99784
2020-07-01 01:00,54044,92646,39686,99795
2020-07-01 02:00,54047,92646,39688,99796
2020-07-01 03:00,54047,92648,39688,99798
2020-07-01 04:00,54047,92648,39688,99798
2020-07-01 05:00,54047,92648,39689,99798
2020-07-01 06:00,54048,92651,39690,99798
2020-07-01 07:00,54059,92658,39724,99825
2020-07-01 08:00,54091,92665,39787,99936
2020-07-01 09:00,54120,92676,39855,100165
2020-07-01 10:00,54147,92688,39908,100333
2020-07-01 11:00,54176,92698,39954,100410
2020-07-01 12:00,54214,92709,40015,100435
2020-07-01 13:00,54268,92728,40047,100482
2020-07-01 14:00,54292,92765,40076,100522
2020-07-01 15:00,54324,92795,40093,100559
2020-07-01 16:00,54382,92841,40120,100580
2020-07-01 17:00,54460,92982,40157,100608
2020-07-01 18:00,54553,93227,40203,100649
2020-07-01 19:00,54652,93416,40276,100697
2020-07-01 20:00,54721,93496,40339,100722
2020-07-01 21:00,54799,93553,40377,100749
2020-07-01 22:00,54858,93592,40390,100770
2020-07-01 23:00,54901,93640,40402,100775
2020-07-02 00:00,54904,93655,40405,100789
2020-07-02 01:00,54910,93663,40406,100795
2020-07-02 02:00,54913,93664,40406,100795
2020-07-02 03:00,54913,93664,40406,100795
2020-07-02 04:00,54914,93666,40406,100795
2020-07-02 05:00,54914,93667,40408,100795
2020-07-02 06:00,54914,93668,40408,100795
2020-07-02 07:00,54919,93674,40423,100825
2020-07-02 08:00,54933,93679,40475,100909
2020-07-02 09:00,54960,93690,40549,101086
2020-07-02 10:00,54969,93712,40588,101261
2020-07-02 11:00,54982,93734,40625,101345
2020-07-02 12:00,55012,93752,40645,101370
2020-07-02 13:00,55043,93793,40665,101414
2020-07-02 14:00,55064,93820,40679,101471
2020-07-02 15:00,55085,93834,40692,101493
2020-07-02 16:00,55085,93834,40692,101493
2020-07-02 17:00,55085,93834,40692,101493
2020-07-02 18:00,55184,94005,40734,101538
2020-07-02 19:00,55246,94115,40749,101554
2020-07-02 20:00,55282,94186,40769,101578
2020-07-02 21:00,55317,94225,40790,101591
2020-07-02 22:00,55344,94248,40804,101600
2020-07-02 23:00,55360,94284,40811,101610
2020-07-03 00:00,55367,94304,40813,101620
2020-07-03 01:00,55368,94308,40814,101626
2020-07-03 02:00,55368,94308,40815,101626
2020-07-03 03:00,55369,94308,40815,101626
2020-07-03 04:00,55370,94308,40815,101628
2020-07-03 05:00,55370,94311,40818,101628
2020-07-03 06:00,55370,94311,40818,101628
2020-07-03 07:00,55378,94315,40840,101670
2020-07-03 08:00,55392,94325,40873,101758
2020-07-03 09:00,55415,94340,40919,101868
2020-07-03 10:00,55426,94346,40945,101920
2020-07-03 11:00,55432,94352,40967,101946
2020-07-03 12:00,55440,94374,40978,101965
2020-07-03 13:00,55448,94466,40995,102015
2020-07-03 14:00,55465,94501,41010,102064
2020-07-03 15:00,55493,94559,41033,102094
2020-07-03 16:00,55537,94649,41063,102109
2020-07-03 17:00,55599,94742,41100,102122
2020-07-03 18:00,55645,94850,41130,102149
2020-07-03 19:00,55701,94928,41176,102182
2020-07-03 20:00,55774,94974,41205,102212
2020-07-03 21:00,55809,94998,41234,102224
2020-07-03 22:00,55863,95035,41244,102239
2020-07-03 23:00,55880,95062,41250,102247
2020-07-04 00:00,55882,95078,41255,102250
2020-07-04 01:00,55885,95083,41262,102261
2020-07-04 02:00,55885,95086,41263,102262
2020-07-04 03:00,55886,95088,41263,102264
2020-07-04 04:00,55886,95090,41263,102264
2020-07-04 05:00,55886,95092,41264,102265
2020-07-04 06:00,55886,95092,41266,102265
2020-07-04 07:00,55889,95092,41269,102267
2020-07-04 08:00,55898,95095,41273,102275
2020-07-04 09:00,55902,95096,41281,102293
2020-07-04 10:00,55914,95096,41308,102304
2020-07-04 11:00,55932,95100,41362,102313
2020-07-04 12:00,55965,95107,41435,102323
2020-07-04 13:00,56011,95114,41467,102327
2020-07-04 14:00,56040,95121,41503,102334
2020-07-04 15:00,56102,95135,41549,102343
2020-07-04 16:00,56160,95147,41621,102362
2020-07-04 17:00,56243,95156,41683,102376
2020-07-04 18:00,56293,95167,41728,102398
2020-07-04 19:00,56368,95186,41771,102415
2020-07-04 20:00,56442,95204,41822,102425
2020-07-04 21:00,56498,95225,41854,102442
2020-07-04 23:00,56548,95264,41871,102469
2020-07-05 00:00,56551,95276,41871,102478
2020-07-05 01:00,56554,95278,41871,102483
2020-07-05 02:00,56554,95278,41875,102487
2020-07-05 03:00,56554,95278,41875,102487
2020-07-05 04:00,56554,95280,41875,102498
2020-07-05 05:00,56554,95280,41875,102498
2020-07-05 06:00,56554,95280,41876,102506
2020-07-05 07:00,56559,95280,41884,102510
2020-07-05 08:00,56564,95284,41891,102517
2020-07-05 09:00,56568,95284,41904,102534
2020-07-05 10:00,56588,95289,41936,102543
2020-07-05 11:00,56614,95289,41983,102556
2020-07-05 12:00,56614,95289,41983,102556
2020-07-05 13:00,56687,95296,42052,102573
2020-07-05 14:00,56730,95300,42075,102577
2020-07-05 15:00,56768,95310,42117,102596
2020-07-05 16:00,56845,95323,42168,102608
2020-07-05 17:00,56899,95335,42219,102624
2020-07-05 18:00,56958,95361,42260,102639
2020-07-05 19:00,57030,95372,42308,102654
2020-07-05 20:00,57077,95394,42340,102670
2020-07-05 21:00,57139,95416,42367,102678
2020-07-05 22:00,57184,95431,42381,102693
2020-07-05 23:00,57204,95459,42383,102702
2020-07-06 00:00,57212,95467,42384,102707
2020-07-06 01:00,57213,95475,42384,102711
2020-07-06 02:00,57214,95476,42385,102711
2020-07-06 03:00,57217,95476,42385,102711
2020-07-06 04:00,57217,95476,42385,102711
2020-07-06 05:00,57217,95476,42385,102712
2020-07-06 06:00,57218,95476,42385,102712
2020-07-06 07:00,57221,95476,42389,102715
2020-07-06 08:00,57228,95478,42400,102723
2020-07-06 09:00,57236,95481,42422,102759
2020-07-06 10:00,57248,95485,42435,102793
2020-07-06 11:00,57272,95488,42495,102801
2020-07-06 12:00,57317,95498,42536,102821
2020-07-06 13:00,57369,95507,42566,102828
2020-07-06 14:00,57419,95517,42600,102839
2020-07-06 15:00,57463,95526,42633,102853
2020-07-06 16:00,57526,95543,42684,102862
2020-07-06 17:00,57590,95562,42740,102876
2020-07-06 18:00,57675,95607,42788,102891
2020-07-06 19:00,57736,95643,42849,102918
2020-07-06 20:00,57802,95674,42879,102945
2020-07-06 21:00,57858,95706,42907,102956
2020-07-06 22:00,57880,95734,42917,102963
2020-07-06 23:00,57895,95755,42919,102968
2020-07-07 00:00,57897,95756,42920,102970
2020-07-07 01:00,57897,95759,42920,102975
2020-07-07 03:00,57898,95760,42920,102978
2020-07-07 04:00,57898,95760,42920,102978
2020-07-07 05:00,57899,95760,42920,102978
2020-07-07 06:00,57899,95760,42921,102980
2020-07-07 07:00,57907,95762,42943,103011
2020-07-07 08:00,57931,95764,42983,103093
2020-07-07 09:00,57953,95775,43040,103285
2020-07-07 10:00,57974,95793,43090,103439
2020-07-07 11:00,58001,95812,43118,103510
2020-07-07 12:00,58014,95847,43151,103556
2020-07-07 13:00,58031,95934,43184,103634
2020-07-07 14:00,58047,95985,43209,103687
2020-07-07 15:00,58079,96015,43241,103724
2020-07-07 16:00,58120,96083,43271,103745
2020-07-07 17:00,58194,96214,43317,103770
2020-07-07 18:00,58276,96397,43370,103802
2020-07-07 19:00,58356,96545,43417,103838
2020-07-07 20:00,58437,96618,43466,103877
2020-07-07 21:00,58497,96640,43491,103899
2020-07-07 22:00,58542,96661,43502,103913
2020-07-07 23:00,58561,96799,43508,104057
2020-07-08 00:00,58566,96819,43513,104063
2020-07-08 01:00,58568,96823,43516,104070
2020-07-08 02:00,58579,96828,43516,104070
2020-07-08 03:00,58579,96828,43516,104070
2020-07-08 04:00,58580,96828,43516,104070
2020-07-08 05:00,58580,96828,43517,104073
2020-07-08 06:00,58580,96828,43520,104074
2020-07-08 07:00,58588,96833,43543,104114
2020-07-08 08:00,58611,96845,43601,104213
2020-07-08 09:00,58638,96865,43685,104426
2020-07-08 10:00,58656,96886,43750,104614
2020-07-08 11:00,58677,96940,43800,104726
2020-07-08 12:00,58721,96976,43846,104768
2020-07-08 13:00,58809,97071,43889,104845
2020-07-08 14:00,58829,97118,43911,104929
2020-07-08 15:00,58856,97168,43940,104978
2020-07-08 16:00,58903,97238,43969,105013
2020-07-08 17:00,58983,97363,44014,105028
2020-07-08 18:00,59078,97588,44063,105058
2020-07-08 19:00,59175,97744,44113,105095
2020-07-08 20:00,59243,97802,44144,105111
2020-07-08 21:00,59264,97825,44158,105119
2020-07-08 22:00,59283,97831,44160,105120
2020-07-08 23:00,59288,97921,44164,105209
2020-07-09 00:00,59290,97925,44167,105216
2020-07-09 01:00,59294,97932,44167,105226
2020-07-09 02:00,59295,97933,44168,105226
2020-07-09 03:00,59295,97933,44168,105230
2020-07-09 04:00,59295,97933,44168,105231
2020-07-09 05:00,59295,97936,44168,105234
2020-07-09 06:00,59295,97939,44172,105235
2020-07-09 07:00,59300,97946,44187,105273
2020-07-09 08:00,59314,97959,44230,105385
2020-07-09 09:00,59330,97974,44292,105556
2020-07-09 10:00,59347,97991,44351,105707
2020-07-09 11:00,59359,98022,44393,105786
2020-07-09 12:00,59375,98068,44429,105819
2020-07-09 13:00,59413,98182,44457,105890
2020-07-09 14:00,59433,98217,44482,105964
2020-07-09 15:00,59467,98261,44501,106002
2020-07-09 16:00,59502,98347,44527,106038
2020-07-09 17:00,59561,98496,44564,106069
2020-07-09 18:00,59647,98706,44611,106104
2020-07-09 19:00,59717,98858,44665,106139
2020-07-09 20:00,59801,98956,44719,106175
2020-07-09 21:00,59848,98995,44745,106197
2020-07-09 22:00,59888,99030,44761,106214
2020-07-09 23:00,59921,99054,44776,106227
2020-07-10 00:00,59930,99069,44779,106231
2020-07-10 01:00,59933,99072,44779,106237
2020-07-10 02:00,59933,99076,44780,106239
2020-07-10 03:00,59933,99077,44781,106239
2020-07-10 04:00,59933,99077,44781,106240
2020-07-10 05:00,59933,99077,44781,106240
2020-07-10 06:00,59933,99077,44784,106241
2020-07-10 07:00,59940,99084,44816,106283
2020-07-10 08:00,59963,99092,44856,106368
2020-07-10 09:00,59985,99098,44902,106528
2020-07-10 10:00,60006,99107,44948,106652
2020-07-10 11:00,60022,99113,44983,106707
2020-07-10 12:00,60145,99446,45045,106760
2020-07-10 13:00,60182,99466,45083,106795
2020-07-10 14:00,60185,99468,45085,106800
2020-07-10 15:00,60188,99470,45087,106805
2020-07-10 16:00,60237,99549,45134,106818
2020-07-10 17:00,60301,99649,45184,106838
2020-07-10 18:00,60360,99752,45218,106861
2020-07-10 19:00,60417,99825,45248,106882
2020-07-10 20:00,60459,99875,45276,106913
2020-07-10 21:00,60509,99907,45302,106931
2020-07-10 22:00,60551,99945,45320,106936
2020-07-10 23:00,60567,99965,45331,106949
2020-07-11 00:00,60571,99970,45332,106954
2020-07-11 01:00,60574,99972,45332,106954
2020-07-11 02:00,60574,99974,45333,106956
2020-07-11 03:00,60574,99976,45334,106960
2020-07-11 04:00,60574,99976,45334,106963
2020-07-11 05:00,60574,99976,45335,106963
2020-07-11 06:00,60574,99980,45335,106964
2020-07-11 07:00,60574,99982,45339,106967
2020-07-11 08:00,60577,99984,45342,106969
2020-07-11 09:00,60577,99990,45348,106982
2020-07-11 10:00,60578,99992,45350,106987
2020-07-11 12:00,60579,99996,45356,106993
2020-07-11 13:00,60583,99997,45364,106998
2020-07-11 14:00,60584,99998,45365,106999
2020-07-11 15:00,60590,99999,45368,107000
2020-07-11 16:00,60592,99999,45368,107000
2020-07-11 17:00,60593,99999,45371,107003
2020-07-11 18:00,60597,100001,45373,107006
2020-07-11 19:00,60601,100012,45378,107009
2020-07-11 20:00,60616,100018,45396,107019
2020-07-11 21:00,60620,100028,45399,107030
2020-07-11 22:00,60625,100030,45403,107037
2020-07-11 23:00,60637,100042,45404,107043
2020-07-12 00:00,60637,100043,45404,107043
2020-07-12 02:00,60640,100044,45405,107043
2020-07-12 03:00,60640,100044,45405,107043
2020-07-12 04:00,60640,100044,45405,107045
2020-07-12 05:00,60640,100044,45406,107045
2020-07-12 06:00,60640,100044,45407,107045
2020-07-12 07:00,60640,100045,45411,107049
2020-07-12 08:00,60644,100047,45415,107053
2020-07-12 09:00,60649,100048,45424,107066
2020-07-12 10:00,60654,100049,45433,107076
2020-07-12 11:00,60678,100049,45492,107089
2020-07-12 12:00,60721,100052,45560,107100
2020-07-12 13:00,60776,100065,45623,107107
2020-07-12 14:00,60826,100082,45681,107122
2020-07-12 15:00,60891,100098,45736,107134
2020-07-12 16:00,60980,100108,45822,107149
2020-07-12 17:00,61083,100114,45886,107174
2020-07-12 18:00,61184,100134,45966,107200
2020-07-12 19:00,61263,100157,46015,107228
2020-07-12 20:00,61340,100179,46062,107255
2020-07-12 21:00,61399,100195,46082,107263
2020-07-12 22:00,61448,100216,46100,107274
2020-07-12 23:00,61468,100234,46102,107281
2020-07-13 00:00,61468,100244,46103,107285
2020-07-13 01:00,61469,100250,46104,107286
2020-07-13 02:00,61470,100250,46104,107286
2020-07-13 03:00,61470,100250,46104,107286
2020-07-13 04:00,61470,100250,46105,107286
2020-07-13 05:00,61470,100250,46105,107286
2020-07-13 06:00,61471,100251,46108,107286
2020-07-13 08:00,61505,100257,46194,107430
2020-07-13 09:00,61545,100270,46263,107623
2020-07-13 10:00,61571,100282,46341,107818
2020-07-13 11:00,61595,100300,46392,107902
2020-07-13 12:00,61617,100351,46425,107940
2020-07-13 13:00,61674,100440,46469,108012
2020-07-13 14:00,61708,100503,46513,108074
2020-07-13 15:00,61758,100543,46549,108109
2020-07-13 16:00,61795,100601,46589,108140
2020-07-13 17:00,61877,100751,46628,108167
2020-07-13 18:00,61983,100950,46705,108209
2020-07-13 19:00,62094,101163,46782,108268
2020-07-13 20:00,62199,101259,46833,108306
2020-07-13 21:00,62282,101287,46870,108327
2020-07-13 22:00,62340,101322,46895,108345
2020-07-13 23:00,62369,101364,46912,108354
2020-07-14 00:00,62376,101387,46916,108356
2020-07-14 01:00,62380,101398,46916,108364
2020-07-14 02:00,62380,101398,46917,108364
2020-07-14 03:00,62380,101399,46917,108364
2020-07-14 04:00,62380,101400,46917,108364
2020-07-14 05:00,62380,101400,46917,108364
2020-07-14 06:00,62380,101402,46922,108365
2020-07-14 07:00,62387,101407,46957,108406
2020-07-14 08:00,62428,101417,47028,108537
2020-07-14 09:00,62484,101428,47113,108750
2020-07-14 10:00,62527,101446,47198,108997
2020-07-14 11:00,62584,101460,47268,109086
2020-07-14 12:00,62640,101481,47324,109118
2020-07-14 13:00,62692,101548,47392,109174
2020-07-14 14:00,62747,101592,47438,109257
2020-07-14 15:00,62792,101644,47474,109295
2020-07-14 16:00,62862,101713,47530,109320
2020-07-14 17:00,62967,101854,47607,109365
2020-07-14 18:00,63104,102029,47678,109411
2020-07-14 19:00,63242,102160,47766,109478
2020-07-14 20:00,63369,102256,47857,109541
2020-07-14 21:00,63444,102312,47924,109569
2020-07-14 22:00,63531,102359,47956,109588
2020-07-14 23:00,63561,102402,47970,109595
2020-07-15 00:00,63579,102425,47974,109600
2020-07-15 01:00,63580,102430,47978,109607
2020-07-15 02:00,63581,102431,47979,109608
2020-07-15 03:00,63582,102431,47979,109608
2020-07-15 04:00,63582,102432,47981,109608
2020-07-15 05:00,63582,102432,47982,109610
2020-07-15 06:00,63583,102433,47985,109610
2020-07-15 07:00,63595,102436,48024,109645
2020-07-15 08:00,63628,102452,48093,109794
2020-07-15 09:00,63678,102477,48174,110048
2020-07-15 10:00,63723,102513,48269,110300
2020-07-15 11:00,63753,102550,48342,110416
2020-07-15 12:00,63792,102602,48389,110460
2020-07-15 13:00,63881,102660,48430,110523
2020-07-15 14:00,63925,102734,48480,110625
2020-07-15 15:00,63947,102795,48508,110673
2020-07-15 16:00,63997,102872,48561,110704
2020-07-15 17:00,64110,103020,48619,110740
2020-07-15 18:00,64274,103287,48732,110791
2020-07-15 19:00,64454,103489,48920,110842
2020-07-15 20:00,64587,103584,48977,110877
2020-07-15 21:00,64658,103657,49007,110909
2020-07-15 22:00,64702,103686,49017,110920
2020-07-15 23:00,64721,103719,49036,110928
2020-07-16 00:00,64730,103729,49047,110937
2020-07-16 01:00,64731,103733,49047,110940
2020-07-16 02:00,64731,103733,49048,110944
2020-07-16 03:00,64731,103734,49048,110944
2020-07-16 04:00,64732,103735,49049,110944
2020-07-16 05:00,64732,103735,49049,110944
2020-07-16 06:00,64732,103735,49049,110944
2020-07-16 07:00,64732,103735,49049,110944
2020-07-16 08:00,64750,103742,49105,111064
2020-07-16 09:00,64788,103754,49180,111218
2020-07-16 10:00,64807,103768,49245,111378
2020-07-16 11:00,64824,103795,49288,111460
2020-07-16 12:00,64849,103852,49313,111498
2020-07-16 13:00,64875,103925,49332,111562
2020-07-16 14:00,64913,103980,49360,111659
2020-07-16 15:00,64942,104024,49392,111695
2020-07-16 16:00,64975,104103,49415,111728
2020-07-16 17:00,65064,104229,49454,111756
2020-07-16 18:00,65161,104434,49504,111806
2020-07-16 19:00,65255,104580,49549,111858
2020-07-16 20:00,65310,104663,49582,111905
2020-07-16 21:00,65337,104721,49606,111926
2020-07-16 22:00,65357,104738,49617,111935
2020-07-16 23:00,65371,104760,49623,111944
2020-07-17 00:00,65379,104768,49624,111956
2020-07-17 01:00,65383,104780,49626,111959
2020-07-17 02:00,65384,104782,49627,111959
2020-07-17 03:00,65385,104783,49627,111959
2020-07-17 04:00,65385,104783,49628,111959
2020-07-17 05:00,65385,104786,49628,111959
2020-07-17 06:00,65388,104786,49631,111959
2020-07-17 07:00,65396,104788,49654,111997
2020-07-17 08:00,65428,104797,49705,112091
2020-07-17 09:00,65464,104817,49758,112276
2020-07-17 10:00,65486,104833,49811,112417
2020-07-17 11:00,65507,104846,49861,112468
2020-07-17 12:00,65553,104858,49909,112494
2020-07-17 13:00,65582,104908,49940,112552
2020-07-17 14:00,65604,104935,49959,112583
2020-07-17 15:00,65638,104981,49974,112618
2020-07-17 16:00,65685,105032,50010,112640
2020-07-17 17:00,65753,105098,50046,112663
2020-07-17 18:00,65848,105185,50098,112693
2020-07-17 19:00,65905,105240,50138,112724
2020-07-17 20:00,65970,105278,50169,112737
2020-07-17 21:00,66008,105292,50199,112750
2020-07-17 22:00,66031,105312,50217,112753
2020-07-17 23:00,66053,105331,50221,112757
2020-07-18 00:00,66059,105347,50225,112762
2020-07-18 01:00,66061,105355,50225,112771
2020-07-18 02:00,66062,105356,50225,112775
2020-07-18 03:00,66062,105356,50225,112779
2020-07-18 04:00,66062,105356,50225,112780
2020-07-18 05:00,66062,105356,50225,112780
2020-07-18 06:00,66063,105356,50225,112780
2020-07-18 07:00,66063,105358,50226,112780
2020-07-18 08:00,66064,105359,50226,112784
2020-07-18 09:00,66064,105359,50228,112787
2020-07-18 10:00,66065,105360,50233,112787
2020-07-18 11:00,66066,105360,50237,112788
2020-07-18 12:00,66088,105362,50255,112794
2020-07-18 13:00,66093,105362,50259,112799
2020-07-18 14:00,66099,105366,50269,112799
2020-07-18 15:00,66104,105368,50279,112805
2020-07-18 16:00,66111,105375,50281,112813
2020-07-18 17:00,66122,105375,50294,112819
2020-07-18 18:00,66136,105378,50307,112823
2020-07-18 19:00,66149,105384,50314,112828
2020-07-18 20:00,66168,105395,50331,112833
2020-07-18 21:00,66187,105405,50343,112841
2020-07-18 22:00,66202,105416,50353,112849
2020-07-18 23:00,66204,105424,50354,112858
2020-07-19 00:00,66206,105427,50354,112858
2020-07-19 01:00,66206,105430,50354,112858
2020-07-19 02:00,66206,105431,50354,112859
2020-07-19 03:00,66206,105431,50354,112859
2020-07-19 04:00,66206,105431,50354,112859
2020-07-19 05:00,66206,105431,50355,112859
2020-07-19 06:00,66207,105431,50356,112859
2020-07-19 07:00,66209,105431,50359,112863
2020-07-19 08:00,66211,105432,50362,112868
2020-07-19 09:00,66215,105432,50375,112880
2020-07-19 10:00,66222,105433,50397,112890
2020-07-19 11:00,66243,105439,50448,112900
2020-07-19 12:00,66288,105445,50542,112920
2020-07-19 13:00,66348,105450,50593,112937
2020-07-19 14:00,66412,105462,50634,112948
2020-07-19 15:00,66472,105464,50694,112965
2020-07-19 16:00,66538,105474,50773,112988
2020-07-19 17:00,66634,105490,50852,113012
2020-07-19 18:00,66753,105515,50917,113041
2020-07-19 19:00,66844,105548,50983,113063
2020-07-19 20:00,66908,105575,51038,113082
2020-07-19 21:00,66984,105603,51069,113091
2020-07-19 22:00,67014,105622,51083,113099
2020-07-19 23:00,67020,105649,51085,113106
2020-07-20 00:00,67021,105661,51085,113108
2020-07-20 01:00,67022,105663,51085,113109
